Observation Time,GDOP,PDOP,HDOP,VDOP,TDOP
2025-2-24 2:18:0,14.727572312819607,7.053109966268861e-07,6.987262660580175e-07,9.61519998930441e-08,14.72757231281959
2025-2-24 2:19:0,14.727572312818188,7.053109966268195e-07,6.987262660579518e-07,9.615199989303217e-08,14.72757231281817
2025-2-24 2:19:0,14.727572312818188,7.053109966268195e-07,6.987262660579518e-07,9.615199989303217e-08,14.72757231281817
2025-2-24 2:20:0,14.727572312817477,7.053109966267868e-07,6.987262660579199e-07,9.615199989302475e-08,14.727572312817461
2025-2-24 2:20:0,14.727572312817477,7.053109966267868e-07,6.987262660579199e-07,9.615199989302475e-08,14.727572312817461
2025-2-24 2:21:0,14.727572312816768,7.053109966267539e-07,6.987262660578877e-07,9.615199989301718e-08,14.72757231281675
2025-2-24 2:21:0,14.727572312816768,7.053109966267539e-07,6.987262660578877e-07,9.615199989301718e-08,14.72757231281675
2025-2-24 2:22:0,14.727572312813932,7.053109966266202e-07,6.987262660577555e-07,9.615199989299695e-08,14.727572312813914
2025-2-24 2:22:0,14.727572312813932,7.053109966266202e-07,6.987262660577555e-07,9.615199989299695e-08,14.727572312813914
2025-2-24 2:23:0,14.727572312811803,7.053109966265203e-07,6.98726266057657e-07,9.61519998929807e-08,14.727572312811787
2025-2-24 2:23:0,14.727572312811803,7.053109966265203e-07,6.98726266057657e-07,9.61519998929807e-08,14.727572312811787
2025-2-24 2:24:0,14.727572312811095,7.053109966264874e-07,6.987262660576247e-07,9.61519998929733e-08,14.727572312811077
2025-2-24 2:24:0,14.727572312811095,7.053109966264874e-07,6.987262660576247e-07,9.61519998929733e-08,14.727572312811077
2025-2-24 2:25:0,14.727572312809675,7.053109966264209e-07,6.987262660575592e-07,9.615199989296129e-08,14.727572312809658
2025-2-24 2:25:0,14.727572312809675,7.053109966264209e-07,6.987262660575592e-07,9.615199989296129e-08,14.727572312809658
2025-2-24 2:26:0,14.727572312808258,7.053109966263547e-07,6.98726266057494e-07,9.615199989294966e-08,14.72757231280824
2025-2-24 2:26:0,14.727572312808258,7.053109966263547e-07,6.98726266057494e-07,9.615199989294966e-08,14.72757231280824
2025-2-24 2:27:0,14.727572312807547,7.053109966263218e-07,6.987262660574619e-07,9.615199989294184e-08,14.727572312807531
2025-2-24 2:27:0,14.727572312807547,7.053109966263218e-07,6.987262660574619e-07,9.615199989294184e-08,14.727572312807531
2025-2-24 2:28:0,14.727572312803291,7.05310996626121e-07,6.987262660572631e-07,9.615199989291313e-08,14.727572312803275
2025-2-24 2:28:0,14.727572312803291,7.05310996626121e-07,6.987262660572631e-07,9.615199989291313e-08,14.727572312803275
2025-2-24 2:29:0,14.727572312804002,7.053109966261555e-07,6.987262660572978e-07,9.615199989291414e-08,14.727572312803984
2025-2-24 2:29:0,14.727572312804002,7.053109966261555e-07,6.987262660572978e-07,9.615199989291414e-08,14.727572312803984
2025-2-24 2:30:0,14.727572312801165,7.053109966260215e-07,6.987262660571654e-07,9.615199989289377e-08,14.727572312801147
2025-2-24 2:30:0,14.727572312801165,7.053109966260215e-07,6.987262660571654e-07,9.615199989289377e-08,14.727572312801147
2025-2-24 2:31:0,14.727572312801165,7.053109966260225e-07,6.987262660571669e-07,9.615199989289043e-08,14.727572312801147
2025-2-24 2:31:0,14.727572312801165,7.053109966260225e-07,6.987262660571669e-07,9.615199989289043e-08,14.727572312801147
2025-2-24 2:32:0,14.727572312797617,7.05310996625855e-07,6.987262660570012e-07,9.615199989286586e-08,14.727572312797601
2025-2-24 2:32:0,14.727572312797617,7.05310996625855e-07,6.987262660570012e-07,9.615199989286586e-08,14.727572312797601
2025-2-24 2:33:0,14.727572312797617,7.05310996625856e-07,6.987262660570027e-07,9.615199989286244e-08,14.727572312797601
2025-2-24 2:33:0,14.727572312797617,7.05310996625856e-07,6.987262660570027e-07,9.615199989286244e-08,14.727572312797601
2025-2-24 2:34:0,14.72757231279549,7.053109966257561e-07,6.98726266056904e-07,9.615199989284636e-08,14.727572312795472
2025-2-24 2:34:0,14.72757231279549,7.053109966257561e-07,6.98726266056904e-07,9.615199989284636e-08,14.727572312795472
2025-2-24 2:35:0,14.72757231279478,7.053109966257232e-07,6.987262660568718e-07,9.615199989283876e-08,14.727572312794763
2025-2-24 2:35:0,14.72757231279478,7.053109966257232e-07,6.987262660568718e-07,9.615199989283876e-08,14.727572312794763
2025-2-24 2:36:0,14.727572312791944,7.053109966255894e-07,6.987262660567396e-07,9.615199989281848e-08,14.727572312791926
2025-2-24 2:36:0,14.727572312791944,7.053109966255894e-07,6.987262660567396e-07,9.615199989281848e-08,14.727572312791926
2025-2-24 2:37:0,14.727572312790524,7.05310996625523e-07,6.987262660566742e-07,9.615199989280675e-08,14.727572312790507
2025-2-24 2:37:0,14.727572312790524,7.05310996625523e-07,6.987262660566742e-07,9.615199989280675e-08,14.727572312790507
2025-2-24 2:38:0,14.727572312789816,7.053109966254901e-07,6.987262660566421e-07,9.615199989279922e-08,14.727572312789798
2025-2-24 2:38:0,0.9524568927016702,7.686466010498106e-08,7.018747990332227e-08,3.133518211012981e-08,0.9524568927016671
2025-2-24 2:39:0,0.9524568927016679,7.68646601049801e-08,7.018747990332126e-08,3.133518211012971e-08,0.9524568927016648
2025-2-24 2:39:0,0.9524568927016679,7.68646601049801e-08,7.018747990332126e-08,3.133518211012971e-08,0.9524568927016648
2025-2-24 2:40:0,0.9524568927016657,7.686466010497908e-08,7.018747990332019e-08,3.1335182110129617e-08,0.9524568927016626
2025-2-24 2:40:0,0.9524568927016657,7.686466010497908e-08,7.018747990332019e-08,3.1335182110129617e-08,0.9524568927016626
2025-2-24 2:41:0,0.9524568927016633,7.686466010497808e-08,7.018747990331913e-08,3.1335182110129524e-08,0.9524568927016602
2025-2-24 2:41:0,0.9524568927016633,7.686466010497808e-08,7.018747990331913e-08,3.1335182110129524e-08,0.9524568927016602
2025-2-24 2:42:0,0.9524568927016618,7.686466010497713e-08,7.018747990331811e-08,3.133518211012945e-08,0.9524568927016587
2025-2-24 2:42:0,0.9524568927016618,7.686466010497713e-08,7.018747990331811e-08,3.133518211012945e-08,0.9524568927016587
2025-2-24 2:43:0,0.9524568927016599,7.686466010497615e-08,7.018747990331708e-08,3.1335182110129365e-08,0.9524568927016568
2025-2-24 2:43:0,0.9524568927016599,7.686466010497615e-08,7.018747990331708e-08,3.1335182110129365e-08,0.9524568927016568
2025-2-24 2:44:0,0.9524568927016576,7.686466010497517e-08,7.018747990331606e-08,3.133518211012927e-08,0.9524568927016545
2025-2-24 2:44:0,0.9524568927016576,7.686466010497517e-08,7.018747990331606e-08,3.133518211012927e-08,0.9524568927016545
2025-2-24 2:45:0,0.9524568927016552,7.686466010497416e-08,7.018747990331499e-08,3.133518211012918e-08,0.9524568927016521
2025-2-24 2:45:0,0.9524568927016552,7.686466010497416e-08,7.018747990331499e-08,3.133518211012918e-08,0.9524568927016521
2025-2-24 2:46:0,0.9524568927016533,7.686466010497318e-08,7.018747990331397e-08,3.1335182110129094e-08,0.9524568927016502
2025-2-24 2:46:0,0.9524568927016533,7.686466010497318e-08,7.018747990331397e-08,3.1335182110129094e-08,0.9524568927016502
2025-2-24 2:47:0,0.9524568927016515,7.686466010497223e-08,7.018747990331295e-08,3.133518211012901e-08,0.9524568927016483
2025-2-24 2:47:0,0.9524568927016515,7.686466010497223e-08,7.018747990331295e-08,3.133518211012901e-08,0.9524568927016483
2025-2-24 2:48:0,0.9524568927016493,7.686466010497125e-08,7.018747990331193e-08,3.133518211012892e-08,0.9524568927016462
2025-2-24 2:48:0,0.9524568927016493,7.686466010497125e-08,7.018747990331193e-08,3.133518211012892e-08,0.9524568927016462
2025-2-24 2:49:0,0.9524568927016474,7.686466010497026e-08,7.018747990331087e-08,3.1335182110128836e-08,0.9524568927016442
2025-2-24 2:49:0,0.9524568927016474,7.686466010497026e-08,7.018747990331087e-08,3.1335182110128836e-08,0.9524568927016442
2025-2-24 2:50:0,0.9524568927016446,7.686466010496921e-08,7.018747990330977e-08,3.133518211012873e-08,0.9524568927016415
2025-2-24 2:50:0,0.9524568927016446,7.686466010496921e-08,7.018747990330977e-08,3.133518211012873e-08,0.9524568927016415
2025-2-24 2:51:0,0.9524568927016426,7.686466010496824e-08,7.018747990330877e-08,3.133518211012865e-08,0.9524568927016395
2025-2-24 2:51:0,0.9524568927016426,7.686466010496824e-08,7.018747990330877e-08,3.133518211012865e-08,0.9524568927016395
2025-2-24 2:52:0,0.9524568927016402,7.686466010496725e-08,7.018747990330771e-08,3.1335182110128564e-08,0.9524568927016371
2025-2-24 2:52:0,0.9524568927016402,7.686466010496725e-08,7.018747990330771e-08,3.1335182110128564e-08,0.9524568927016371
2025-2-24 2:53:0,0.9524568927016388,7.68646601049663e-08,7.01874799033067e-08,3.133518211012848e-08,0.9524568927016357
2025-2-24 2:53:0,0.9524568927016388,7.68646601049663e-08,7.01874799033067e-08,3.133518211012848e-08,0.9524568927016357
2025-2-24 2:54:0,0.9524568927016368,7.686466010496531e-08,7.018747990330566e-08,3.13351821101284e-08,0.9524568927016337
2025-2-24 2:54:0,0.9524568927016368,7.686466010496531e-08,7.018747990330566e-08,3.13351821101284e-08,0.9524568927016337
2025-2-24 2:55:0,0.9524568927016344,7.686466010496435e-08,7.018747990330465e-08,3.13351821101283e-08,0.9524568927016313
2025-2-24 2:55:0,0.9524568927016344,7.686466010496435e-08,7.018747990330465e-08,3.13351821101283e-08,0.9524568927016313
2025-2-24 2:56:0,0.9524568927016326,7.686466010496337e-08,7.01874799033036e-08,3.133518211012823e-08,0.9524568927016296
2025-2-24 2:56:0,0.9524568927016326,7.686466010496337e-08,7.01874799033036e-08,3.133518211012823e-08,0.9524568927016296
2025-2-24 2:57:0,0.9524568927016299,7.686466010496234e-08,7.018747990330252e-08,3.133518211012813e-08,0.9524568927016269
2025-2-24 2:57:0,0.9524568927016299,7.686466010496234e-08,7.018747990330252e-08,3.133518211012813e-08,0.9524568927016269
2025-2-24 2:58:0,0.952456892701628,7.686466010496138e-08,7.01874799033015e-08,3.1335182110128035e-08,0.9524568927016249
2025-2-24 2:58:0,0.952456892701628,7.686466010496138e-08,7.01874799033015e-08,3.1335182110128035e-08,0.9524568927016249
2025-2-24 2:59:0,0.9524568927016261,7.686466010496036e-08,7.018747990330043e-08,3.1335182110127956e-08,0.952456892701623
2025-2-24 2:59:0,0.9524568927016261,7.686466010496036e-08,7.018747990330043e-08,3.1335182110127956e-08,0.952456892701623
2025-2-24 3:0:0,0.9524568927016241,7.686466010495942e-08,7.018747990329944e-08,3.133518211012786e-08,0.9524568927016211
2025-2-24 3:0:0,0.9524568927016241,7.686466010495942e-08,7.018747990329944e-08,3.133518211012786e-08,0.9524568927016211
2025-2-24 3:1:0,0.9524568927016217,7.686466010495842e-08,7.018747990329839e-08,3.133518211012778e-08,0.9524568927016186
2025-2-24 3:1:0,0.9524568927016217,7.686466010495842e-08,7.018747990329839e-08,3.133518211012778e-08,0.9524568927016186
2025-2-24 3:2:0,0.9524568927016199,7.686466010495747e-08,7.018747990329738e-08,3.13351821101277e-08,0.9524568927016168
2025-2-24 3:2:0,0.9524568927016199,7.686466010495747e-08,7.018747990329738e-08,3.13351821101277e-08,0.9524568927016168
2025-2-24 3:3:0,0.9524568927016177,7.686466010495645e-08,7.018747990329631e-08,3.1335182110127605e-08,0.9524568927016146
2025-2-24 3:3:0,0.9524568927016177,7.686466010495645e-08,7.018747990329631e-08,3.1335182110127605e-08,0.9524568927016146
2025-2-24 3:4:0,0.9524568927016159,7.68646601049555e-08,7.01874799032953e-08,3.133518211012752e-08,0.9524568927016128
2025-2-24 3:4:0,0.9524568927016159,7.68646601049555e-08,7.01874799032953e-08,3.133518211012752e-08,0.9524568927016128
2025-2-24 3:5:0,0.9524568927016136,7.686466010495448e-08,7.018747990329423e-08,3.133518211012743e-08,0.9524568927016106
2025-2-24 3:5:0,0.9524568927016136,7.686466010495448e-08,7.018747990329423e-08,3.133518211012743e-08,0.9524568927016106
2025-2-24 3:6:0,0.9524568927016115,7.686466010495349e-08,7.018747990329318e-08,3.133518211012735e-08,0.9524568927016085
2025-2-24 3:6:0,0.9524568927016115,7.686466010495349e-08,7.018747990329318e-08,3.133518211012735e-08,0.9524568927016085
2025-2-24 3:7:0,0.9524568927016092,7.686466010495248e-08,7.018747990329213e-08,3.133518211012725e-08,0.9524568927016062
2025-2-24 3:7:0,0.9524568927016092,7.686466010495248e-08,7.018747990329213e-08,3.133518211012725e-08,0.9524568927016062
2025-2-24 3:8:0,0.9524568927016072,7.68646601049515e-08,7.01874799032911e-08,3.1335182110127155e-08,0.952456892701604
2025-2-24 3:8:0,0.9524568927016072,7.68646601049515e-08,7.01874799032911e-08,3.1335182110127155e-08,0.952456892701604
2025-2-24 3:9:0,0.952456892701605,7.686466010495056e-08,7.018747990329009e-08,3.133518211012707e-08,0.9524568927016019
2025-2-24 3:9:0,0.952456892701605,7.686466010495056e-08,7.018747990329009e-08,3.133518211012707e-08,0.9524568927016019
2025-2-24 3:10:0,0.952456892701603,7.686466010494957e-08,7.018747990328905e-08,3.133518211012699e-08,0.9524568927015999
2025-2-24 3:10:0,0.952456892701603,7.686466010494957e-08,7.018747990328905e-08,3.133518211012699e-08,0.9524568927015999
2025-2-24 3:11:0,0.9524568927016012,7.686466010494862e-08,7.018747990328804e-08,3.1335182110126903e-08,0.9524568927015981
2025-2-24 3:11:0,0.9524568927016012,7.686466010494862e-08,7.018747990328804e-08,3.1335182110126903e-08,0.9524568927015981
2025-2-24 3:12:0,0.9524568927015988,7.686466010494761e-08,7.018747990328698e-08,3.133518211012681e-08,0.9524568927015957
2025-2-24 3:12:0,0.6683637203907985,6.629920200408329e-08,6.072677735902516e-08,2.6605313340865423e-08,0.6683637203907953
2025-2-24 3:13:0,0.668363720390793,6.629920200408238e-08,6.072677735902424e-08,2.660531334086525e-08,0.6683637203907897
2025-2-24 3:13:0,0.668363720390793,6.629920200408238e-08,6.072677735902424e-08,2.660531334086525e-08,0.6683637203907897
2025-2-24 3:14:0,0.6683637203907885,6.629920200408153e-08,6.072677735902337e-08,2.6605313340865093e-08,0.6683637203907853
2025-2-24 3:14:0,0.6683637203907885,6.629920200408153e-08,6.072677735902337e-08,2.6605313340865093e-08,0.6683637203907853
2025-2-24 3:15:0,0.6683637203907831,6.629920200408063e-08,6.072677735902248e-08,2.6605313340864914e-08,0.6683637203907797
2025-2-24 3:15:0,0.6683637203907831,6.629920200408063e-08,6.072677735902248e-08,2.6605313340864914e-08,0.6683637203907797
2025-2-24 3:16:0,0.668363720390778,6.629920200407978e-08,6.072677735902162e-08,2.660531334086475e-08,0.6683637203907747
2025-2-24 3:16:0,0.668363720390778,6.629920200407978e-08,6.072677735902162e-08,2.660531334086475e-08,0.6683637203907747
2025-2-24 3:17:0,0.6683637203907725,6.62992020040789e-08,6.072677735902073e-08,2.6605313340864573e-08,0.6683637203907692
2025-2-24 3:17:0,0.6683637203907725,6.62992020040789e-08,6.072677735902073e-08,2.6605313340864573e-08,0.6683637203907692
2025-2-24 3:18:0,0.6683637203907675,6.629920200407805e-08,6.072677735901987e-08,2.6605313340864408e-08,0.6683637203907642
2025-2-24 3:18:0,0.6683637203907675,6.629920200407805e-08,6.072677735901987e-08,2.6605313340864408e-08,0.6683637203907642
2025-2-24 3:19:0,0.6683637203907622,6.629920200407718e-08,6.0726777359019e-08,2.6605313340864236e-08,0.6683637203907589
2025-2-24 3:19:0,0.6683637203907622,6.629920200407718e-08,6.0726777359019e-08,2.6605313340864236e-08,0.6683637203907589
2025-2-24 3:20:0,0.6683637203907573,6.629920200407633e-08,6.072677735901815e-08,2.6605313340864067e-08,0.668363720390754
