Êý¾Ý×éÊý,ÎÀÐÇPRNºÅ,ÀúÔª,ÎÀÐÇÖÓÆ«²î(s),ÎÀÐÇÖÓÆ¯ÒÆ(s/s),ÎÀÐÇÖÓÆ¯ÒÆËÙ¶È(s/s*s),IODE,C_rs,n,M0,C_uc,e,C_us,sqrt_A,TEO,C_ic,OMEGA,C_is,I_0,C_rc,w,OMEGA_DOT,IDOT,L2_code,PS_week_num,L2_P_code,ÎÀÐÇ¾«¶È(m),ÎÀÐÇ½¡¿µ×´Ì¬,TGD,IODC,X,Y,Z
11,C01,2025 02 24 10 00 00,-0.0003410152858123,4.167333145233e-12,0.0,1.0,-308.0625,1.108974764679e-09,2.176260601807,-1.001870259643e-05,0.0005647006910294,1.524714753032e-05,6493.435379028,122400.0,-6.193295121193e-08,-0.6793970167785,-2.095475792885e-07,0.1050759079876,-458.953125,-2.616285438859,-1.335769925893e-10,7.075294714424e-10,0.0,999.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
12,C01,2025 02 24 11 00 00,-0.0003410002682358,4.164668609974e-12,0.0,1.0,-88.796875,2.272237504955e-09,2.438207393719,-2.760905772448e-06,0.0005642822943628,1.789629459381e-05,6493.436656952,126000.0,-1.075677573681e-07,-0.4612793821835,-1.895241439342e-07,0.1004659722396,-541.921875,-2.833989642564,-1.306840149423e-09,6.964575816824e-10,0.0,999.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
13,C01,2025 02 24 12 00 00,-0.0003409854834899,4.148681398419e-12,0.0,1.0,172.28125,3.690868025182e-09,2.702276772971,5.804467946291e-06,0.0005671407561749,1.817988231778e-05,6493.429491043,129600.0,-1.527369022369e-07,-0.233856542618,-1.429580152035e-07,0.09496335217622,-555.640625,-3.063055571737,-2.676540060065e-09,6.585988618576e-10,0.0,999.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
14,C01,2025 02 24 13 00 00,-0.0003409706987441,4.120259688989e-12,0.0,1.0,427.296875,4.656979696183e-09,2.965229751161,1.413654536009e-05,0.0005708533572033,1.466833055019e-05,6493.420537949,133200.0,-4.097819328308e-08,0.006249362208163,-1.350417733192e-07,0.08881800490641,-449.625,2.979571085267,-3.597649856557e-09,5.9752488931e-10,0.0,999.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
15,C01,2025 02 24 14 00 00,-0.0003409559139982,4.11670697531e-12,0.0,1.0,611.71875,6.862428704844e-09,-3.056982195647,2.014497295022e-05,0.0005749815609306,7.235910743475e-06,6493.410396576,136800.0,-1.396983861923e-07,0.2631290242886,-3.58559191227e-08,0.08235468068873,-224.0625,2.724293214616,-5.752025309228e-09,4.921633577222e-10,0.0,999.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
16,C01,2025 02 24 15 00 00,-0.000340941012837,4.123812402668e-12,0.0,1.0,663.390625,8.568571201098e-09,-2.798346923616,2.167234197259e-05,0.0005795634351671,-3.043562173843e-06,6493.398124695,140400.0,-3.678724169731e-08,0.5413590131359,6.426125764847e-08,0.07599363638856,83.015625,2.450074209208,-7.36173521725e-09,3.450143712334e-10,0.0,999.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
17,C01,2025 02 24 16 00 00,-0.0003409256460145,4.201083925182e-12,0.0,1.0,494.59375,1.108796185812e-08,-2.534953595381,1.602387055755e-05,0.0005790683208033,-1.500127837062e-05,6493.399812698,144000.0,-7.497146725655e-08,0.8451461881425,1.764856278896e-07,0.07025360666471,453.640625,2.145603722722,-9.907198388865e-09,1.45720355552e-10,0.0,999.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
18,C01,2025 02 24 17 00 00,-0.0003409107448533,4.168221323653e-12,0.0,1.0,103.9375,1.168655822063e-08,-2.270866481173,3.212131559849e-06,0.0005784524837509,-2.193683758378e-05,6493.402439117,147600.0,1.182779669762e-07,1.176171192023,1.243315637112e-07,0.06573886884776,670.515625,1.813249230594,-1.052400979582e-08,-8.21462788651e-11,0.0,999.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
19,C01,2025 02 24 18 00 00,-0.0003408956108615,4.17532675101e-12,0.0,1.0,-400.78125,1.168655822063e-08,-2.001141858539,-1.318007707596e-05,0.0005765185924247,-1.943437382579e-05,6493.41350174,151200.0,2.011656761169e-07,1.530395098139,8.987262845039e-08,0.06304691964298,598.984375,1.452089501128,-1.05968699736e-08,-3.49657421778e-10,0.0,999.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
20,C01,2025 02 24 19 00 00,-0.0003408808261156,4.14512868474e-12,0.0,1.0,-771.6875,1.022006856402e-08,-1.726243550047,-2.507492899895e-05,0.0005755171878263,-6.400980055332e-06,6493.430871964,154800.0,1.736916601658e-07,1.895987650787,7.543712854385e-08,0.06260433425895,202.125,1.074399362052,-9.242527845526e-09,-6.118111986779e-10,0.0,999.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
21,C01,2025 02 24 20 00 00,-0.0003408663906157,4.08739708746e-12,0.0,1.0,-726.078125,5.689522705744e-09,-1.461720208297,-2.348376438022e-05,0.0005756980972365,1.167180016637e-05,6493.433624268,158400.0,9.546056389809e-08,2.256241443364,-1.746229827404e-07,0.06448839280612,-355.328125,0.7124142337238,-4.718767984199e-09,-7.553886078247e-10,0.0,999.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
22,C01,2025 02 24 21 00 00,-0.0003408514894545,4.108713369533e-12,0.0,1.0,-311.84375,1.162905582542e-09,-1.203256151808,-1.00489705801e-05,0.0005743626970798,2.40602530539e-05,6493.427139282,162000.0,-1.038424670696e-07,2.596847870166,-2.528540790081e-07,0.0683872494263,-739.953125,0.3761097984142,-1.317912039184e-10,-7.982475359282e-10,0.0,999.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
23,C01,2025 02 24 22 00 00,-0.0003408369375393,4.078515303263e-12,0.0,1.0,230.71875,-2.245093517157e-09,-0.9463937024222,7.457099854946e-06,0.000571307959035,2.549681812525e-05,6493.41642952,165600.0,-2.393499016762e-07,2.910881064463,-1.117587089539e-07,0.07374366253097,-785.90625,0.06793877433408,3.366211644798e-09,-7.618174470402e-10,0.0,999.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
24,C01,2025 02 24 23 00 00,-0.0003408222692087,4.081179838522e-12,0.0,1.0,650.46875,-4.603406036053e-09,-0.6864606450413,2.102926373482e-05,0.0005690262187272,1.735519617796e-05,6493.40990448,169200.0,-2.393499016762e-07,-3.084916312084,7.729977369308e-08,0.07994191330728,-534.3125,-0.2167121506795,5.780955085698e-09,-6.568130731866e-10,0.0,999.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
25,C02,2025 02 24 00 00 00,0.0005872957408428,-2.36921593455e-11,0.0,1.0,507.109375,-7.275660203308e-09,-2.418225948657,1.636845991015e-05,0.001018613460474,-1.397263258696e-05,6493.466789246,86400.0,1.457519829273e-07,-2.484631529253,-1.024454832077e-08,0.09105799288519,426.203125,0.1056553566726,8.304274477793e-09,-1.039329006511e-10,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
26,C02,2025 02 24 01 00 00,0.0005872090114281,-2.387334774312e-11,0.0,1.0,268.5625,-6.111325989829e-09,-2.159305767478,8.707400411367e-06,0.001020494382828,-1.966580748558e-05,6493.456993103,90000.0,1.443549990654e-07,-2.291614088617,-1.252628862858e-07,0.1040945386525,604.84375,-0.08369216085729,7.221015069976e-09,5.143071372424e-11,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
27,C02,2025 02 24 02 00 00,0.0005871229805052,-2.3885782241e-11,0.0,1.0,6.71875,-4.96484966306e-09,-1.900095966555,2.896413207054e-07,0.001021281001158,-2.208678051829e-05,6493.448760986,93600.0,1.559965312481e-07,-2.111809994711,-1.941807568073e-07,0.1156533250366,681.34375,-0.2602822749444,6.139184293096e-09,2.171519023912e-10,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
28,C02,2025 02 24 03 00 00,0.0005870361346751,-2.399147547294e-11,0.0,1.0,-226.046875,-3.990523364173e-09,-1.637733869755,-7.255468517542e-06,0.001021381583996,-2.088816836476e-05,6493.448480606,97200.0,1.27125531435e-07,-1.940356851628,-2.11875885725e-07,0.1254493317082,643.265625,-0.431833964578,5.164500836475e-09,3.700154126271e-10,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
29,C02,2025 02 24 04 00 00,0.000586949987337,-2.396305376351e-11,0.0,1.0,-407.484375,-3.181203938485e-09,-1.372380460972,-1.320568844676e-05,0.001022425130941,-1.651886850595e-05,6493.455970764,100800.0,4.842877388e-08,-1.774302026938,-2.053566277027e-07,0.1332633169863,504.75,-0.6011231343685,4.292678807303e-09,4.939491463932e-10,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
30,C02,2025 02 24 05 00 00,0.0005868630250916,-2.40438779997e-11,0.0,1.0,-535.484375,-2.434387116281e-09,-1.107146274161,-1.744087785482e-05,0.001024314435199,-1.040007919073e-05,6493.464130402,104400.0,-4.610046744347e-08,-1.611700682237,-1.8160790205e-07,0.1389298248363,313.109375,-0.7669587393214,3.477644857867e-09,5.893102614235e-10,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
31,C02,2025 02 24 06 00 00,0.0005867752479389,-2.420108557999e-11,0.0,1.0,-606.0,-1.664712199088e-09,-0.8441596225224,-1.980736851692e-05,0.001024893019348,-4.108995199203e-06,6493.465984344,108000.0,-1.252628862858e-07,-1.451154797416,-1.480802893639e-07,0.1423326439716,119.28125,-0.9285758298134,2.684754687952e-09,6.553844422498e-10,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
32,C02,2025 02 24 07 00 00,0.0005866891006008,-2.408739874227e-11,0.0,1.0,-612.03125,-8.418207795002e-10,-0.5828073824611,-2.007000148296e-05,0.001022575888783,1.471489667892e-06,6493.459722519,111600.0,-1.769512891769e-07,-1.291554266351,-1.401640474796e-07,0.1434031474424,-49.375,-1.087655813665,1.896507568581e-09,6.807426413777e-10,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
33,C02,2025 02 24 08 00 00,0.0005866020219401,-2.413003130641e-11,0.0,1.0,-554.515625,3.142988060926e-11,-0.3212061230215,-1.825159415603e-05,0.001018265960738,6.301328539848e-06,6493.449083328,115200.0,-1.87661498785e-07,-1.131913620609,-1.3317912817e-07,0.1421197338002,-193.03125,-1.247022276375,1.08861677383e-09,6.760995908332e-10,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
34,C02,2025 02 24 09 00 00,0.0005865152925253,-2.410605048908e-11,0.0,1.0,-448.8125,9.275386357072e-10,-0.05853801740625,-1.482618972659e-05,0.001014635665342,1.067481935024e-05,6493.440317154,118800.0,-1.611188054085e-07,-0.9712416834517,-1.136213541031e-07,0.1385078373388,-322.765625,-1.408439447408,2.457245211269e-10,6.496699185027e-10,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
35,C02,2025 02 24 10 00 00,0.0005864286795259,-2.407052335229e-11,0.0,1.0,-317.8125,1.786145828715e-09,0.2041460003689,-1.05113722384e-05,0.001013912609778,1.467298716307e-05,6493.438526154,122400.0,-1.434236764908e-07,-0.8084123078575,-6.426125764847e-08,0.1326400495162,-442.578125,-1.571941952572,-6.06453832665e-10,6.214544575012e-10,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
36,C02,2025 02 24 11 00 00,0.0005863428814337,-2.395594833615e-11,0.0,1.0,-178.015625,2.567249793401e-09,0.465147928604,-5.850568413734e-06,0.001016134861857,1.792516559362e-05,6493.445035934,126000.0,-1.690350472927e-07,-0.6419921852086,-8.847564458847e-09,0.1246367216769,-541.25,-1.737231497019,-1.433631145063e-09,6.007393089178e-10,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
37,C02,2025 02 24 12 00 00,0.0005862577818334,-2.382094521636e-11,0.0,1.0,-32.96875,3.299780306238e-09,0.7238494839908,-9.899958968163e-07,0.001019557239488,1.979200169444e-05,6493.457509995,129600.0,-2.23983079195e-07,-0.4699694140096,1.769512891769e-08,0.1146677395716,-599.0625,-1.905676879068,-2.247593621296e-09,5.82881422208e-10,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
38,C02,2025 02 24 13 00 00,0.0005861734971404,-2.362998685612e-11,0.0,1.0,124.546875,4.129814880509e-09,0.9814681420648,4.264060407877e-06,0.00102210836485,1.962948590517e-05,6493.471031189,133200.0,-2.598389983177e-07,-0.2892661550622,2.048909664154e-08,0.1029575148338,-595.953125,-2.081558515096,-3.162988894041e-09,5.539516457381e-10,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
39,C02,2025 02 24 14 00 00,0.0005860880482942,-2.366640217133e-11,0.0,1.0,296.734375,5.317007188977e-09,1.239960115419,9.964220225811e-06,0.001023043645546,1.696543768048e-05,6493.481182098,136800.0,-2.454034984112e-07,-0.09477561882494,4.377216100693e-08,0.0897980049502,-517.390625,-2.271934954113,-4.413755279195e-09,5.000208278745e-10,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
40,C02,2025 02 24 15 00 00,0.0005860039964318,-2.352340544576e-11,0.0,1.0,473.96875,7.253873581522e-09,1.501289533958,1.573609188199e-05,0.0010230721673,1.134490594268e-05,6493.48408699,140400.0,-1.811422407627e-07,0.1227104798869,1.294538378716e-07,0.07558212484745,-349.078125,-2.487985026106,-6.364550823374e-09,4.107313943255e-10,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
41,C02,2025 02 24 16 00 00,0.0005859195953235,-2.348432559529e-11,0.0,1.0,615.6875,1.059115544985e-08,1.766417112077,2.017011865973e-05,0.001024069148116,2.073124051094e-06,6493.477254868,144000.0,-3.771856427193e-08,0.3813011533978,2.9057264328e-07,0.06089313118619,-68.375,-2.748795241852,-9.641830192357e-09,2.664396697103e-10,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
42,C02,2025 02 24 17 00 00,0.0005858353106305,-2.345057481534e-11,0.0,1.0,557.875,1.168655822063e-08,2.031629034738,1.800805330276e-05,0.001025889185257,-1.125270500779e-05,6493.469343185,147600.0,-3.711320459843e-07,0.7191214249224,3.259629011154e-08,0.04676241632234,341.125,-3.088802163363,-1.066187268122e-08,2.639395655709e-10,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
43,C02,2025 02 24 18 00 00,0.0005857506766915,-2.349676009317e-11,0.0,1.0,9.671875,1.168655822063e-08,2.292858775891,4.810281097889e-07,0.001024392899126,-2.120668068528e-05,6493.474132538,151200.0,-1.048669219017e-06,1.210797610078,5.466863512993e-07,0.03539186214455,637.359375,2.704585509322,-1.077616315616e-08,3.47871633107e-10,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
44,C02,2025 02 24 19 00 00,0.0005856655770913,-2.357136708042e-11,0.0,1.0,-657.9375,1.168655822063e-08,2.561335723971,-2.166070044041e-05,0.001033506821841,-7.58608803153e-06,6493.447538376,154800.0,-2.915039658546e-07,1.900517564917,-1.204665750265e-06,0.03113489780775,243.140625,2.009536009332,-1.053543884332e-08,-8.950372818954e-10,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
45,C02,2025 02 24 20 00 00,0.0005855815252289,-2.347544381109e-11,0.0,1.0,-407.21875,1.485419016522e-09,2.824588868081,-1.304922625422e-05,0.001034736982547,1.920899376273e-05,6493.443887711,158400.0,-1.4528632164e-07,2.565670929555,1.396983861923e-09,0.03683061574298,-582.234375,1.344277675932,-3.27870799992e-10,-5.939533119681e-10,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
46,C02,2025 02 24 21 00 00,0.0005854980554432,-2.333777615604e-11,0.0,1.0,248.046875,-4.310536694013e-09,3.087292633787,8.356291800737e-06,0.001032004947774,2.232706174254e-05,6493.450328827,162000.0,-6.565824151039e-08,3.027363313994,1.653097569942e-07,0.04886348852614,-686.671875,0.8829835855706,5.422011562831e-09,-5.510943838646e-10,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
47,C02,2025 02 24 22 00 00,0.0005854116752744,-2.365396767345e-11,0.0,1.0,668.484375,-5.899174295717e-09,-2.931714748544,2.188980579376e-05,0.001026871497743,1.324154436588e-05,6493.463308334,165600.0,8.894130587578e-08,-2.934182689881,2.002343535423e-07,0.06318615725993,-413.046875,0.5601810341772,6.929931516607e-09,-4.457328522767e-10,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
48,C02,2025 02 24 23 00 00,0.0005853261100128,-2.369926477286e-11,0.0,1.0,841.28125,-6.252760452571e-09,-2.666392283404,2.733198925853e-05,0.00102245202288,1.509673893452e-06,6493.476011276,169200.0,1.569278538227e-07,-2.683817971083,1.760199666023e-07,0.07785608178403,-53.984375,0.3073855058287,7.208871707014e-09,-3.435857402966e-10,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
49,C03,2025 02 24 00 00 00,0.0007770578376949,5.965006266706e-12,0.0,1.0,615.890625,-6.654920061276e-09,-2.646970063648,1.998618245125e-05,0.0009177743922919,-7.459428161383e-06,6493.470630646,86400.0,1.4528632164e-07,-2.733883466248,2.104789018631e-07,0.09126923240416,233.546875,1.045670178897,7.836397845996e-09,-2.857261873569e-10,0.0,999.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
50,C03,2025 02 24 01 00 00,0.0007770798401907,6.034284183443e-12,0.0,1.0,454.234375,-6.472055301367e-09,-2.384804754199,1.479359343648e-05,0.0009181001223624,-1.55083835125e-05,6493.469614029,90000.0,2.258457243443e-07,-2.510278127503,1.229345798492e-07,0.0995928486019,482.0625,0.8223912157123,7.66817655319e-09,-9.964700784071e-11,0.0,999.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
51,C03,2025 02 24 02 00 00,0.0007771021919325,6.108891170697e-12,0.0,1.0,206.109375,-6.040251600724e-09,-2.119453747527,6.824731826782e-06,0.0009169400436804,-1.933379098773e-05,6493.476549149,93600.0,2.486631274223e-07,-2.300265895856,8.847564458847e-09,0.1069254636119,596.625,0.6094178272129,7.187799400696e-09,7.750322832055e-11,0.0,999.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
52,C03,2025 02 24 03 00 00,0.0007771243108436,6.123990203832e-12,0.0,1.0,-62.421875,-5.451655654769e-09,-1.853006457842,-1.844018697739e-06,0.0009163522627205,-1.941388472915e-05,6493.485429764,97200.0,2.030283212662e-07,-2.099660778979,-9.080395102501e-08,0.1130009228963,594.640625,0.40466012813,6.533843589383e-09,2.442958901901e-10,0.0,999.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
53,C03,2025 02 24 04 00 00,0.0007771466625854,6.167510946398e-12,0.0,1.0,-292.6875,-4.727696927554e-09,-1.58887796207,-9.353272616863e-06,0.000916495337151,-1.686997711658e-05,6493.489091873,100800.0,9.965151548386e-08,-1.905417206721,-1.583248376846e-07,0.1176244520791,513.28125,0.2085016165864,5.780955085698e-09,3.953736117551e-10,0.0,999.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
54,C03,2025 02 24 05 00 00,0.0007771685486659,6.117772954894e-12,0.0,1.0,-447.21875,-3.805872815593e-09,-1.328503366755,-1.450441777706e-05,0.0009157744934782,-1.267623156309e-05,6493.484134674,104400.0,1.862645149231e-08,-1.715211956914,-2.123415470123e-07,0.1206595755328,384.3125,0.02007503817163,4.89163232755e-09,5.057353516217e-10,0.0,999.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
55,C03,2025 02 24 06 00 00,0.0007771903183311,6.096456672822e-12,0.0,1.0,-522.921875,-2.725827827385e-09,-1.069648785748,-1.711957156658e-05,0.0009134447900578,-7.288530468941e-06,6493.47435379,108000.0,-1.955777406693e-08,-1.527156503261,-2.351589500904e-07,0.1220211133892,220.796875,-0.164716137614,3.875518573762e-09,5.739524788531e-10,0.0,999.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
56,C03,2025 02 24 07 00 00,0.0007772123208269,6.096456672822e-12,0.0,1.0,-534.28125,-1.547207304537e-09,-0.8097276687047,-1.760851591825e-05,0.0009107269579545,-1.110136508942e-06,6493.465705872,111600.0,-2.095475792885e-08,-1.339582804624,-2.086162567139e-07,0.1216717627002,34.21875,-0.3500986439052,2.751186026512e-09,6.082396213359e-10,0.0,999.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
57,C03,2025 02 24 08 00 00,0.0007772344397381,6.117772954894e-12,0.0,1.0,-498.375,-3.828730910582e-10,-0.5478434692052,-1.649139449e-05,0.0009097375441343,5.298759788275e-06,6493.462982178,115200.0,-3.119930624962e-08,-1.150871731067,-1.471489667892e-07,0.1196208349394,-158.96875,-0.5385607478226,1.602566753338e-09,6.260975080457e-10,0.0,999.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
58,C03,2025 02 24 09 00 00,0.0007772565586492,6.134648344869e-12,0.0,1.0,-427.4375,6.61098965997e-10,-0.2850343338984,-1.413468271494e-05,0.0009120253380388,1.121498644352e-05,6493.468544006,118800.0,-7.776543498039e-08,-0.95928837732,-9.126961231232e-08,0.115924577844,-337.3125,-0.7307739448566,5.193073455211e-10,6.407409751478e-10,0.0,999.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
59,C03,2025 02 24 10 00 00,0.0007772782118991,6.081357639687e-12,0.0,1.0,-319.9375,1.562922244842e-09,-0.0231395033732,-1.050950959325e-05,0.0009170220000669,1.589488238096e-05,6493.480680466,122400.0,-1.466833055019e-07,-0.7627967110534,-7.357448339462e-08,0.1106882264261,-478.734375,-0.9269135277033,-4.635907389865e-10,6.53955811313e-10,0.0,999.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
60,C03,2025 02 24 11 00 00,0.0007772999815643,6.055600465515e-12,0.0,1.0,-165.171875,2.431887012141e-09,0.23716448859,-5.32902777195e-06,0.0009223215747625,1.868745312095e-05,6493.494373322,126000.0,-2.030283212662e-07,-0.5588193441773,-8.288770914078e-08,0.1040706170161,-563.90625,-1.128863451042,-1.419701993429e-09,6.564559154524e-10,0.0,999.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
61,C03,2025 02 24 12 00 00,0.0007773218676448,6.076028569169e-12,0.0,1.0,35.953125,3.479430646538e-09,0.4968352520739,1.362524926662e-06,0.0009260099614039,1.902040094137e-05,6493.50528717,129600.0,-2.286396920681e-07,-0.3439002907246,-7.171183824539e-08,0.09629322955952,-575.515625,-1.341025556377,-2.537605701463e-09,6.350264514006e-10,0.0,999.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
