Êý¾Ý×éÊý,ÎÀÐÇPRNºÅ,ÀúÔª,ÎÀÐÇÖÓÆ«²î(s),ÎÀÐÇÖÓÆ¯ÒÆ(s/s),ÎÀÐÇÖÓÆ¯ÒÆËÙ¶È(s/s*s),IODE,C_rs,n,M0,C_uc,e,C_us,sqrt_A,TEO,C_ic,OMEGA,C_is,I_0,C_rc,w,OMEGA_DOT,IDOT,L2_code,PS_week_num,L2_P_code,ÎÀÐÇ¾«¶È(m),ÎÀÐÇ½¡¿µ×´Ì¬,TGD,IODC,X,Y,Z
11,C01,2025 01 27 10 00 00,-0.0003506457433105,3.875122445152e-12,0.0,1.0,-508.828125,-1.214336296267e-10,2.272117365368,-1.670885831118e-05,0.000434317975305,1.585483551025e-05,6493.480195999,122400.0,-3.073364496231e-08,-0.6112240877767,-1.988373696804e-07,0.1213125563321,-479.171875,-2.780200633213,1.21290766533e-09,8.203913154484e-10,0.0,995.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
12,C01,2025 01 27 11 00 00,-0.0003506318898872,3.865352482535e-12,0.0,1.0,-322.328125,8.103908988909e-10,2.53010798353,-1.052767038345e-05,0.0004306940827519,1.974683254957e-05,6493.490116119,126000.0,-6.239861249924e-08,-0.4222253591753,-2.11875885725e-07,0.1179195153411,-597.53125,-2.965036897597,2.153661137202e-10,8.418207795002e-10,0.0,995.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
13,C01,2025 01 27 12 00 00,-0.0003506179200485,3.872457909893e-12,0.0,1.0,-81.609375,1.804718030893e-09,2.791694664991,-2.576038241386e-06,0.0004291898803785,2.178549766541e-05,6493.493877411,129600.0,-7.683411240578e-08,-0.2288944415265,-2.174638211727e-07,0.1129185342759,-660.6875,3.125447077747,-8.057478483464e-10,8.418207795002e-10,0.0,995.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
14,C01,2025 01 27 13 00 00,-0.0003506040666252,3.867128839374e-12,0.0,1.0,187.515625,2.908335429559e-09,3.053983335007,6.286427378654e-06,0.0004307025810704,2.156430855393e-05,6493.490240097,133200.0,-6.61239027977e-08,-0.02882386906413,-2.0582228899e-07,0.1064551983549,-656.0625,2.925388145724,-1.890793044834e-09,8.168197381064e-10,0.0,995.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
15,C01,2025 01 27 14 00 00,-0.0003505903296173,3.841371665203e-12,0.0,1.0,449.640625,4.205889477893e-09,-2.969422408545,1.488626003265e-05,0.0004345147171989,1.84765085578e-05,6493.480638504,136800.0,-3.58559191227e-08,0.1811999401163,-1.657754182816e-07,0.09873500075481,-564.703125,2.717984472563,-3.134059117571e-09,7.621746047744e-10,0.0,995.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
16,C01,2025 01 27 15 00 00,-0.000350576476194,3.833378059426e-12,0.0,1.0,660.5,5.91560355149e-09,-2.712919051419,2.176268026233e-05,0.0004387862281874,1.191301271319e-05,6493.468576431,140400.0,-2.328306436539e-08,0.40566942896,-9.685754776001e-08,0.09003793668147,-367.375,2.499519166709,-4.774127432999e-09,6.728851712254e-10,0.0,995.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
17,C01,2025 01 27 16 00 00,-0.000350562739186,3.822719918389e-12,0.0,1.0,763.71875,8.315703525287e-09,-2.457026313374,2.506468445063e-05,0.0004416431766003,1.68289989233e-06,6493.458759308,144000.0,-5.867332220078e-08,0.6510203793262,-1.117587089539e-08,0.08074556735413,-56.984375,2.260891572786,-7.118867957996e-09,5.425225982439e-10,0.0,995.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
18,C01,2025 01 27 17 00 00,-0.000350549002178,3.829825345747e-12,0.0,1.0,685.765625,1.153619481453e-08,-2.197476318166,2.24020332098e-05,0.000442459480837,-1.112418249249e-05,6493.455057144,147600.0,-1.275911927223e-07,0.9263742683038,8.242204785347e-08,0.07138841123673,334.171875,1.988704981911,-1.032150136053e-08,3.596578383355e-10,0.0,995.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
19,C01,2025 01 27 18 00 00,-0.0003505351487547,3.836042594685e-12,0.0,1.0,355.671875,1.168655822063e-08,-1.93488259901,1.148739829659e-05,0.0004425041843206,-2.224231138825e-05,6493.455091476,151200.0,3.436580300331e-07,1.243545514045,-6.053596735001e-09,0.06272116143384,675.578125,1.671743345998,-1.046543592741e-08,1.342913080577e-10,0.0,995.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
20,C01,2025 01 27 19 00 00,-0.0003505215281621,3.82005538313e-12,0.0,1.0,-217.234375,1.168655822063e-08,-1.664635531757,-7.26617872715e-06,0.0004421605262905,-2.500182017684e-05,6493.463409424,154800.0,5.713663995266e-07,1.613597724182,-2.575106918812e-07,0.05578350358398,765.375,1.294312773939,-1.051579516794e-08,-1.435774091468e-10,0.0,995.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
21,C01,2025 01 27 20 00 00,-0.0003505075583234,3.847588914141e-12,0.0,1.0,-763.734375,1.168655822063e-08,-1.390729722481,-2.498365938663e-05,0.0004429736873135,-1.20117329061e-05,6493.47577095,158400.0,3.622844815254e-07,2.035147722837,-3.674067556858e-07,0.0518273576289,372.640625,0.8617655695036,-1.059758428907e-08,-4.825200988989e-10,0.0,995.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
22,C01,2025 01 27 21 00 00,-0.0003504937049001,3.846700735721e-12,0.0,1.0,-821.015625,9.618257781901e-09,-1.118560275542,-2.664094790816e-05,0.0004449728876352,1.160521060228e-05,6493.487201691,162000.0,1.4528632164e-07,2.47958429657,-9.499490261078e-08,0.0518270577307,-351.0625,0.4080804774127,-8.601786870378e-09,-8.382492021582e-10,0.0,995.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
23,C01,2025 01 27 22 00 00,-0.0003504798514768,3.838707129944e-12,0.0,1.0,-271.359375,1.8904358871e-09,-0.8576972426014,-8.69482755661e-06,0.000444081844762,2.769147977233e-05,6493.484449387,165600.0,-7.543712854385e-08,2.901113533492,-2.146698534489e-07,0.05578550778175,-848.921875,-0.01140673653065,-8.375348866898e-10,-9.321816862518e-10,0.0,995.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
24,C01,2025 01 27 23 00 00,-0.0003504661144689,3.833378059426e-12,0.0,1.0,413.53125,-3.679438977688e-09,-0.5990877764449,1.349858939648e-05,0.0004406844964251,2.617202699184e-05,6493.475326538,169200.0,-2.323649823666e-07,-3.01203008632,-6.00703060627e-08,0.06272770799225,-805.0,-0.3771939333556,4.813771941495e-09,-8.811081302617e-10,0.0,995.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
25,C02,2025 01 27 00 00 00,0.0006445999024436,-2.313882419003e-11,0.0,1.0,771.6875,-1.155976722499e-08,-2.803545375215,2.505863085389e-05,0.0009445040486753,-7.180497050285e-06,6493.481025696,86400.0,1.578591763973e-07,-2.442490280964,1.4528632164e-07,0.06481568707925,213.84375,0.4472891279361,1.260552507072e-08,-3.993023468312e-10,0.0,995.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
26,C02,2025 01 27 01 00 00,0.0006445164326578,-2.31512586879e-11,0.0,1.0,570.90625,-1.038650406816e-08,-2.541482301796,1.849979162216e-05,0.0009448672644794,-1.829909160733e-05,6493.479801178,90000.0,1.559965312481e-07,-2.193846850596,2.98023223877e-08,0.07918132317994,558.015625,0.1994492243408,1.146083453262e-08,-2.075086435679e-10,0.0,995.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
27,C02,2025 01 27 02 00 00,0.0006444338941947,-2.305355906174e-11,0.0,1.0,256.375,-8.832510766669e-09,-2.28187262392,8.332543075085e-06,0.0009466473711655,-2.467073500156e-05,6493.472040176,93600.0,1.420266926289e-07,-1.980828224281,-9.452924132347e-08,0.09294329637565,756.84375,-0.01045899968218,9.977558462502e-09,-1.142904749427e-11,0.0,995.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
28,C02,2025 01 27 03 00 00,0.0006443494930863,-2.323652381619e-11,0.0,1.0,-80.375,-7.252444950586e-09,-2.022882464054,-2.544838935137e-06,0.0009477937128395,-2.652360126376e-05,6493.463661194,97200.0,1.420266926289e-07,-1.788321459087,-1.885928213596e-07,0.1055718328277,815.75,-0.199395593764,8.465352615916e-09,1.907222300607e-10,0.0,995.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
29,C02,2025 01 27 04 00 00,0.0006442649755627,-2.333777615604e-11,0.0,1.0,-372.65625,-5.859886944955e-09,-1.761520742821,-1.202570274472e-05,0.0009479183936492,-2.41044908762e-05,6493.46109581,100800.0,1.173466444016e-07,-1.608363679786,-2.235174179077e-07,0.1167001365491,741.21875,-0.3783175904919,7.093152601134e-09,3.80730144653e-10,0.0,995.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
30,C02,2025 01 27 05 00 00,0.0006441803416237,-2.341860039223e-11,0.0,1.0,-584.96875,-4.691266838666e-09,-1.496625086956,-1.898687332869e-05,0.000948395114392,-1.804018393159e-05,6493.466712952,104400.0,5.122274160385e-08,-1.43640565149,-2.114102244377e-07,0.1260532462351,552.046875,-0.5529296945069,5.87988777807e-09,5.443083869148e-10,0.0,995.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
31,C02,2025 01 27 06 00 00,0.0006440954748541,-2.348965466581e-11,0.0,1.0,-714.125,-3.660152460041e-09,-1.230742028683,-2.327607944608e-05,0.0009499796433374,-9.798444807529e-06,6493.475355148,108000.0,-3.771856427193e-08,-1.269633378126,-1.792795956135e-07,0.1334205645878,295.59375,-0.7234824919726,4.779127641278e-09,6.735994866938e-10,0.0,995.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
32,C02,2025 01 27 07 00 00,0.0006440100260079,-2.361488782299e-11,0.0,1.0,-764.15625,-2.669039747647e-09,-0.9667752175426,-2.498552203178e-05,0.0009511670796201,-1.215375959873e-06,6493.479768753,111600.0,-1.220032572746e-07,-1.106160399038,-1.448206603527e-07,0.1386448995966,30.96875,-0.8889317197799,3.747298947185e-09,7.657461821164e-10,0.0,995.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
33,C02,2025 01 27 08 00 00,0.0006439264398068,-2.341860039223e-11,0.0,1.0,-735.484375,-1.65721188667e-09,-0.705134045309,-2.411566674709e-05,0.0009498606668785,6.315298378468e-06,6493.476043701,115200.0,-1.834705471992e-07,-0.9446062827804,-1.182779669762e-07,0.1416181489301,-197.65625,-1.050212347891,2.753328972918e-09,8.200341577142e-10,0.0,995.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
34,C02,2025 01 27 09 00 00,0.0006438421551138,-2.341860039223e-11,0.0,1.0,-631.40625,-6.128826718805e-10,-0.4439502470983,-2.076663076878e-05,0.0009460973087698,1.234794035554e-05,6493.466449738,118800.0,-2.086162567139e-07,-0.783854031421,-1.057051122189e-07,0.1422797155955,-378.0625,-1.210267372494,1.766502153334e-09,8.364634134872e-10,0.0,995.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
35,C02,2025 01 27 10 00 00,0.0006437582196668,-2.336975057915e-11,0.0,1.0,-467.6875,4.432327481373e-10,-0.1817053812385,-1.543387770653e-05,0.0009422862203792,1.708883792162e-05,6493.457216263,122400.0,-1.927837729454e-07,-0.6228902552736,-9.03382897377e-08,0.1406160222503,-519.328125,-1.371584152237,7.636032357112e-10,8.246772082588e-10,0.0,995.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
36,C02,2025 01 27 11 00 00,0.0006436749827117,-2.325428738459e-11,0.0,1.0,-269.78125,1.48613333199e-09,0.08111428854142,-8.940231055021e-06,0.0009407647885382,2.068653702736e-05,6493.453454971,126000.0,-1.592561602592e-07,-0.4606744845757,-5.261972546577e-08,0.1366604658512,-626.859375,-1.534674092559,-2.628680923683e-10,7.986046936624e-10,0.0,995.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
37,C02,2025 01 27 12 00 00,0.0006435924442485,-2.31104024806e-11,0.0,1.0,-64.390625,2.484032041334e-09,0.3427662980721,-2.151355147362e-06,0.0009423580486327,2.29706056416e-05,6493.457740784,129600.0,-1.485459506512e-07,-0.2960006721075,4.19095158577e-09,0.1304936663507,-695.90625,-1.698962468538,-1.295411101929e-09,7.707463903951e-10,0.0,995.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
38,C02,2025 01 27 13 00 00,0.000643509440124,-2.307842805749e-11,0.0,1.0,133.578125,3.441929084448e-09,0.6021848676454,4.4209882617e-06,0.0009456906700507,2.34148465097e-05,6493.46840477,133200.0,-1.802109181881e-07,-0.1273089068584,5.122274160385e-08,0.1222443137263,-710.109375,-1.864912068456,-2.326168322819e-09,7.461025067356e-10,0.0,995.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
39,C02,2025 01 27 14 00 00,0.0006434260867536,-2.311217883744e-11,0.0,1.0,316.625,4.441256424728e-09,0.8597684244631,1.051649451256e-05,0.0009488742798567,2.151913940907e-05,6493.48200798,136800.0,-2.277083694935e-07,0.04761878515925,6.984919309616e-08,0.112091594962,-654.125,-2.035116309597,-3.415499412117e-09,7.153869415948e-10,0.0,995.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
40,C02,2025 01 27 15 00 00,0.0006433440139517,-2.296740575503e-11,0.0,1.0,485.96875,5.705237646048e-09,1.11780622027,1.609977334738e-05,0.0009504177141935,1.69281847775e-05,6493.492881775,140400.0,-2.398155629635e-07,0.2322106603004,8.195638656616e-08,0.1002716323503,-516.171875,-2.215279520633,-4.745911971998e-09,6.618132814653e-10,0.0,995.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
41,C02,2025 01 27 16 00 00,0.000643260544166,-2.306688173803e-11,0.0,1.0,624.09375,7.54138555755e-09,1.377873844171,2.062693238258e-05,0.0009506659116596,9.607989341021e-06,6493.498506546,144000.0,-1.941807568073e-07,0.4322022776111,1.313164830208e-07,0.08709375699314,-295.078125,-2.412709708827,-6.615989868248e-09,5.714523747137e-10,0.0,995.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
42,C02,2025 01 27 17 00 00,0.0006431768415496,-2.315925229368e-11,0.0,1.0,700.09375,1.031935841413e-08,1.641302001559,2.305069938302e-05,0.000950911664404,-3.189779818058e-07,6493.496351242,147600.0,-1.052394509315e-07,0.6579945925731,2.267770469189e-07,0.07298167970562,5.859375,-2.639146367519,-9.377176311318e-09,4.382325398586e-10,0.0,995.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
43,C02,2025 01 27 18 00 00,0.0006430933717638,-2.317435132682e-11,0.0,1.0,606.875,1.168655822063e-08,1.904765113913,1.99330970645e-05,0.0009513592813164,-1.22357159853e-05,6493.493968964,151200.0,-4.405155777931e-07,0.9299824884521,-1.350417733192e-08,0.05858344247553,368.375,-2.911676255529,-1.072687538885e-08,4.268034923643e-10,0.0,995.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
44,C02,2025 01 27 19 00 00,0.0006430111825466,-2.300470924865e-11,0.0,1.0,258.953125,1.168655822063e-08,2.17202257787,8.321367204189e-06,0.0009543403284624,-2.341764047742e-05,6493.480899811,154800.0,-1.239124685526e-06,1.290210203051,-1.071020960808e-07,0.04507428200477,712.359375,3.007054195763,-1.06261569078e-08,4.91806199988e-10,0.0,995.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
45,C02,2025 01 27 20 00 00,0.0006429286440834,-2.297451118238e-11,0.0,1.0,-465.21875,1.168655822063e-08,2.437877420843,-1.538917422295e-05,0.0009579303441569,-2.054963260889e-05,6493.46931076,158400.0,-1.916661858559e-06,1.811672640855,1.304317265749e-06,0.03494043342073,630.46875,2.482842043971,-1.056079704244e-08,6.107397254753e-10,0.0,995.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
46,C02,2025 01 27 21 00 00,0.0006428470369428,-2.284394895469e-11,0.0,1.0,-730.515625,1.139118877445e-08,2.702465142692,-2.382695674896e-05,0.0009619164047763,9.733252227306e-06,6493.458555222,162000.0,-5.820766091347e-08,2.499331756663,-1.299194991589e-07,0.0324813588304,-290.625,1.79373438618,-1.019328173396e-08,-6.950289507456e-10,0.0,995.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
47,C02,2025 01 27 22 00 00,0.0006427640328184,-2.295408307873e-11,0.0,1.0,47.359375,-2.467959943295e-09,2.965055431306,1.788605004549e-06,0.0009608350228518,2.606632187963e-05,6493.460842133,165600.0,-1.592561602592e-07,3.118996943199,8.288770914078e-08,0.03931531188055,-796.71875,1.17460899886,3.640865942395e-09,-7.771752296107e-10,0.0,995.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
48,C02,2025 01 27 23 00 00,0.0006426810286939,-2.299671564288e-11,0.0,1.0,679.671875,-7.956045686952e-09,-3.05467017212,2.234056591988e-05,0.0009567611850798,1.610955223441e-05,6493.47077179,169200.0,1.396983861923e-09,-2.732768828002,2.11875885725e-07,0.05156908090493,-498.890625,0.742807152648,9.066091924833e-09,-6.585988618576e-10,0.0,995.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
49,C03,2025 01 27 00 00 00,0.0007693769875914,3.88133969409e-13,0.0,1.0,770.859375,-7.58388732792e-09,-3.069832071605,2.50730663538e-05,0.0008583902381361,5.297362804413e-06,6493.442768097,86400.0,-3.166496753693e-08,-2.730946605539,2.132728695869e-07,0.07532727574053,-163.21875,1.465635426193,8.725006288676e-09,-6.600274927944e-10,0.0,995.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
50,C03,2025 01 27 01 00 00,0.0007693788502365,4.432010314304e-13,0.0,1.0,755.703125,-8.408564536178e-09,-2.809293200829,2.454267814755e-05,0.0008616690756753,-9.235460311174e-06,6493.433887482,90000.0,1.084990799427e-07,-2.46565172372,2.263113856316e-07,0.08417853869402,287.953125,1.202472634829,9.629686829395e-09,-4.414469594664e-10,0.0,995.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
51,C03,2025 01 27 02 00 00,0.0007693809457123,5.12478948167e-13,0.0,1.0,540.515625,-8.393921069076e-09,-2.547715254452,1.75959430635e-05,0.0008625373011455,-1.987023279071e-05,6493.431055069,93600.0,2.128072082996e-07,-2.225727835161,1.499429345131e-07,0.09280585961085,616.1875,0.9635466173213,9.644687454231e-09,-2.146517982518e-10,0.0,995.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
52,C03,2025 01 27 03 00 00,0.0007693825755268,4.867217739957e-13,0.0,1.0,216.328125,-7.933901907432e-09,-2.283036095834,7.139053195715e-06,0.0008612427627668,-2.478063106537e-05,6493.436563492,97200.0,2.514570951462e-07,-2.003762224237,3.306195139885e-08,0.100749171236,764.4375,0.7393774889659,9.149309676901e-09,5.714523747137e-12,0.0,995.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
53,C03,2025 01 27 04 00 00,0.0007693842053413,4.618527782441e-13,0.0,1.0,-128.671875,-7.217443492634e-09,-2.016476351637,-4.030298441648e-06,0.0008600157452747,-2.440391108394e-05,6493.44550705,100800.0,2.160668373108e-07,-1.794389789572,-7.031485438347e-08,0.1076712592487,748.71875,0.5258218868665,8.371062974088e-09,2.153661137202e-10,0.0,995.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
54,C03,2025 01 27 05 00 00,0.0007693858351558,4.574118861456e-13,0.0,1.0,-423.34375,-6.313834425118e-09,-1.751187217622,-1.362944021821e-05,0.0008597996784374,-2.017710357904e-05,6493.451330185,104400.0,1.280568540096e-07,-1.593745089057,-1.443549990654e-07,0.1133230589203,615.25,0.3221740876382,7.425309293937e-09,4.039453973758e-10,0.0,995.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
55,C03,2025 01 27 06 00 00,0.000769387348555,4.440892098501e-13,0.0,1.0,-618.640625,-5.228432070896e-09,-1.489737987555,-2.009095624089e-05,0.0008595567196608,-1.368625089526e-05,6493.449102402,108000.0,3.073364496231e-08,-1.398967589735,-1.974403858185e-07,0.1175232693502,415.25,0.1281586296585,6.354907564551e-09,5.568089076117e-10,0.0,995.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
56,C03,2025 01 27 07 00 00,0.0007693890947849,4.636291350835e-13,0.0,1.0,-700.953125,-3.971236846526e-09,-1.23095675141,-2.292124554515e-05,0.0008579411078244,-5.986075848341e-06,6493.440477371,111600.0,-2.840533852577e-08,-1.207835631065,-2.267770469189e-07,0.1201469895187,180.6875,-0.05959604511163,5.155214735386e-09,6.628847546679e-10,0.0,995.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
57,C03,2025 01 27 08 00 00,0.0007693908410147,4.849454171563e-13,0.0,1.0,-684.6875,-2.609037248302e-09,-0.9718317587736,-2.251146361232e-05,0.0008554189698771,2.190005034208e-06,6493.431219101,115200.0,-4.656612873077e-08,-1.018505046812,-2.156011760235e-07,0.1211196544912,-67.171875,-0.2459202112896,3.850874690102e-09,7.282446200258e-10,0.0,995.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
58,C03,2025 01 27 09 00 00,0.0007693923544139,4.538591724668e-13,0.0,1.0,-593.640625,-1.215050611735e-09,-0.7105934405319,-1.960247755051e-05,0.0008538665715605,1.007597893476e-05,6493.426641464,118800.0,-4.79631125927e-08,-0.8293108313935,-1.592561602592e-07,0.1204141183599,-305.6875,-0.434221774577,2.482960568131e-09,7.65031866648e-10,0.0,995.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
59,C03,2025 01 27 10 00 00,0.000769394217059,4.831690603169e-13,0.0,1.0,-452.109375,1.100045821324e-10,-0.4475954322606,-1.49542465806e-05,0.0008552315412089,1.681037247181e-05,6493.430063248,122400.0,-7.078051567078e-08,-0.6386011352491,-8.800998330116e-08,0.1180497106614,-509.265625,-0.6257730070318,1.130404228731e-09,7.878899616366e-10,0.0,995.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
60,C03,2025 01 27 11 00 00,0.0007693961961195,5.071498776488e-13,0.0,1.0,-271.796875,1.306840149423e-09,-0.1847837719572,-8.966308087111e-06,0.0008595393737778,2.151122316718e-05,6493.440452576,126000.0,-1.27125531435e-07,-0.4445724320091,-4.423782229424e-08,0.1140929210224,-651.484375,-0.8204079435239,-1.389343586023e-10,8.061050060806e-10,0.0,995.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
61,C03,2025 01 27 12 00 00,0.0007693977095187,4.813927034775e-13,0.0,1.0,-58.328125,2.425101015191e-09,0.0764494772733,-1.863576471806e-06,0.0008650575764477,2.345116809011e-05,6493.454006195,129600.0,-1.927837729454e-07,-0.2450781307736,-4.2375177145e-08,0.1086599241563,-710.421875,-1.018860992336,-1.347913288856e-09,8.143196339671e-10,0.0,995.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
