Êý¾Ý×éÊý,ÎÀÐÇPRNºÅ,ÀúÔª,ÎÀÐÇÖÓÆ«²î(s),ÎÀÐÇÖÓÆ¯ÒÆ(s/s),ÎÀÐÇÖÓÆ¯ÒÆËÙ¶È(s/s*s),IODE,C_rs,n,M0,C_uc,e,C_us,sqrt_A,TEO,C_ic,OMEGA,C_is,I_0,C_rc,w,OMEGA_DOT,IDOT,L2_code,PS_week_num,L2_P_code,ÎÀÐÇ¾«¶È(m),ÎÀÐÇ½¡¿µ×´Ì¬,TGD,IODC,X,Y,Z
22,C01,2025 02 28 21 00 00,-0.0003394192317501,4.151345933678e-12,0.0,1.0,-1089.171875,3.045126841756e-09,-1.135516037361,-3.57236713171e-05,0.000571554992348,-1.549255102873e-06,6493.456016541,507600.0,-5.215406417847e-08,2.6811743011,1.918524503708e-07,0.06950819431244,52.4375,0.2927025876662,-2.131160199948e-09,-5.178787145843e-11,0.0,999.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
23,C01,2025 02 28 22 00 00,-0.0003394045634195,4.114930618471e-12,0.0,1.0,-1021.015625,2.034013296247e-09,-0.8619242332097,-3.320816904306e-05,0.000578289735131,1.928070560098e-05,6493.478336334,511200.0,-5.913898348808e-08,2.988746687399,1.322478055954e-07,0.07514043184345,-583.796875,-0.02575054443068,-1.267909956396e-09,-4.321608583773e-11,0.0,999.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
24,C01,2025 02 28 23 00 00,-0.0003393896622583,4.126476937927e-12,0.0,1.0,-615.34375,1.100045821324e-09,-0.5946307580607,-1.975195482373e-05,0.0005833694012836,3.410130739212e-05,6493.492279053,514800.0,-9.778887033463e-08,-3.012978102586,4.842877388e-08,0.08147400546793,-1041.46875,-0.3118569632143,-4.264463346301e-10,-1.357199389945e-11,0.0,999.0,,2.0,0.0,-5.2e-09,-9.7e-09,,,
25,C02,2025 02 28 00 00 00,0.0005790693685412,-2.384670239053e-11,0.0,1.0,912.703125,9.461108378854e-10,-2.362196309106,2.99527309835e-05,0.001024847733788,1.848768442869e-05,6493.478435516,432000.0,1.27125531435e-07,-2.430700239416,-1.164153218269e-08,0.09453499952218,-570.40625,0.06397118104504,-1.8215044444e-11,-9.357532635937e-11,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
26,C02,2025 02 28 01 00 00,0.0005789836868644,-2.382094521636e-11,0.0,1.0,1141.984375,6.014536243862e-10,-2.091818960222,3.726547583938e-05,0.001021410804242,7.582362741232e-06,6493.499521255,435600.0,1.378357410431e-07,-2.24191634326,1.769512891769e-08,0.1072464570968,-239.78125,-0.132642141489,1.889364413897e-10,-7.464596644698e-11,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
27,C02,2025 02 28 02 00 00,0.0005788988200948,-2.370192930812e-11,0.0,1.0,1213.828125,3.082271246112e-10,-1.82254578533,3.944244235754e-05,0.001020441763103,-4.364643245935e-06,6493.516347885,439200.0,9.872019290924e-08,-2.064803601689,5.587935447693e-09,0.1183964324866,124.890625,-0.3166514021905,3.725155167665e-10,-7.2860177776e-11,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
28,C02,2025 02 28 03 00 00,0.0005788130220026,-2.377475993853e-11,0.0,1.0,1112.140625,2.225092684042e-10,-1.558833220575,3.603473305702e-05,0.001020558876917,-1.695938408375e-05,6493.519355774,442800.0,9.080395102501e-08,-1.895127263315,-2.561137080193e-08,0.1277185122173,513.203125,-0.4878261124642,4.418041172006e-10,-6.035965707914e-11,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
29,C02,2025 02 28 04 00 00,0.0005787264090031,-2.389821673887e-11,0.0,1.0,857.578125,3.217991185107e-10,-1.300937500446,2.774829044938e-05,0.001018631155603,-2.918625250459e-05,6493.507148743,446400.0,1.15018337965e-07,-1.730262269397,-3.445893526077e-08,0.1350080384381,894.609375,-0.64851331956,4.318037006431e-10,-2.857261873569e-11,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
30,C02,2025 02 28 05 00 00,0.0005786383990198,-2.416822297846e-11,0.0,1.0,500.875,4.760912596834e-10,-1.04401226993,1.620221883059e-05,0.001014474662952,-3.869459033012e-05,6493.490234375,450000.0,1.285225152969e-07,-1.568441253977,-1.8160790205e-08,0.140112636528,1193.75,-0.8052943598339,4.003738200338e-10,1.285767843106e-11,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
31,C02,2025 02 28 06 00 00,0.0005785507382825,-2.425526446359e-11,0.0,1.0,90.40625,5.66452166435e-10,-0.7834026904723,2.936460077763e-06,0.001012325519696,-4.277378320694e-05,6493.483333588,453600.0,1.201406121254e-07,-1.408362827073,-1.536682248116e-08,0.1429285490221,1321.984375,-0.9640868085996,3.593006806013e-10,4.678766317969e-11,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
32,C02,2025 02 28 07 00 00,0.0005784636596218,-2.422151368364e-11,0.0,1.0,-338.15625,5.507372261304e-10,-0.5195424061009,-1.089135184884e-05,0.001016067108139,-4.02657315135e-05,6493.492977142,457200.0,9.872019290924e-08,-1.248965748414,-4.563480615616e-08,0.1433993263004,1241.171875,-1.125477344283,3.021554431299e-10,6.35740766869e-11,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
33,C02,2025 02 28 08 00 00,0.0005783779779449,-2.402522625289e-11,0.0,1.0,-737.625,4.814486256963e-10,-0.2561683532744,-2.378039062023e-05,0.001023365999572,-3.251805901527e-05,6493.510751724,460800.0,5.681067705154e-08,-1.089278846665,-5.494803190231e-08,0.1415155047459,996.15625,-1.286659149352,2.392956819114e-10,8.286059433349e-11,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
34,C02,2025 02 28 09 00 00,0.0005782920634374,-2.393907294618e-11,0.0,1.0,-1038.5625,4.978778814693e-10,0.005754872490682,-3.356253728271e-05,0.001027563354,-2.207979559898e-05,6493.521024704,464400.0,2.235174179077e-08,-0.9282914692601,-7.031485438347e-08,0.1373147150005,671.09375,-1.447637229913,1.489347751598e-10,8.928943354902e-11,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
35,C02,2025 02 28 10 00 00,0.0005782040534541,-2.417621658424e-11,0.0,1.0,-1183.71875,7.068151559741e-10,0.269060425641,-3.840494900942e-05,0.001025496399961,-1.067668199539e-05,6493.515695572,468000.0,3.678724169731e-08,-0.7648193489044,-8.568167686462e-08,0.1308817287779,320.0625,-1.612389039321,-2.535819912792e-11,7.250302004181e-11,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
36,C02,2025 02 28 11 00 00,0.0005781166255474,-2.4228619111e-11,0.0,1.0,-1161.46875,1.129689913262e-09,0.5359032020623,-3.787875175476e-05,0.001019594608806,9.764917194843e-07,6493.497907639,471600.0,1.02911144495e-07,-0.5973165030299,-6.332993507385e-08,0.1223492503031,-35.59375,-1.784580125097,-3.285851154604e-10,3.571577341961e-11,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
37,C02,2025 02 28 12 00 00,0.0005780308274552,-2.403588439392e-11,0.0,1.0,-1003.5625,1.54827877774e-09,0.8046753289745,-3.290781751275e-05,0.001014636247419,1.245690509677e-05,6493.478473663,475200.0,1.173466444016e-07,-0.4235668769977,-1.396983861923e-08,0.1119004135128,-384.703125,-1.964792383386,-6.185971956276e-10,1.214336296267e-11,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
38,C02,2025 02 28 13 00 00,0.0005779449129477,-2.396483012035e-11,0.0,1.0,-747.375,1.718285859217e-09,1.071788615041,-2.466328442097e-05,0.001012608059682,2.27726995945e-05,6493.466249466,478800.0,4.284083843231e-08,-0.2401064446429,-1.210719347e-08,0.09977523206176,-697.09375,-2.152887521618,-7.043150518347e-10,1.571494030463e-11,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
39,C02,2025 02 28 14 00 00,0.0005778589984402,-2.392575026988e-11,0.0,1.0,-426.28125,1.428988094519e-09,1.333635954856,-1.412956044078e-05,0.001012527151033,3.050453960896e-05,6493.467874527,482400.0,-7.962808012962e-08,-0.04106049707737,-1.057051122189e-07,0.08628694889491,-930.265625,-2.351131891018,-4.260891768959e-10,4.214461263514e-11,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
40,C02,2025 02 28 15 00 00,0.0005777734331787,-2.385558417473e-11,0.0,1.0,-31.359375,7.711035481293e-10,1.591408370009,-1.141335815191e-06,0.001011709566228,3.378884866834e-05,6493.479618073,486000.0,-1.825392246246e-07,0.1844123238906,-2.374872565269e-07,0.07186436578215,-1028.015625,-2.5715697605,1.63935399996e-10,7.000291590243e-11,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
41,C02,2025 02 28 16 00 00,0.0005776878679171,-2.380851071848e-11,0.0,1.0,444.59375,2.439387324559e-10,1.84858325481,1.442991197109e-05,0.001009379979223,2.980045974255e-05,6493.493785858,489600.0,-2.342276275158e-07,0.4581208191653,-2.710148692131e-07,0.05716780005691,-904.34375,-2.839509683056,6.239545616406e-10,7.214586230761e-11,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
42,C02,2025 02 28 17 00 00,0.0005776030011475,-2.370637020022e-11,0.0,1.0,854.359375,-1.625067690592e-10,2.104843366695,2.818182110786e-05,0.001004389021546,1.335889101028e-05,6493.513113022,493200.0,-3.1478703022e-07,0.8264051045069,-1.5739351511e-07,0.0434279491084,-402.546875,3.082181257998,8.957515973638e-10,6.928860043404e-11,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
43,C02,2025 02 28 18 00 00,0.0005775161553174,-2.390976305833e-11,0.0,1.0,722.953125,1.405772841796e-09,2.364251412035,2.401368692517e-05,0.001000515185297,-1.746928319335e-05,6493.525087357,496800.0,3.073364496231e-08,1.371716800871,6.845220923424e-08,0.0333516034453,526.109375,2.540578995233,-7.628889202428e-10,-3.714440435639e-11,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
44,C02,2025 02 28 19 00 00,0.0005774312885478,-2.375699637014e-11,0.0,1.0,-434.1875,6.535986535788e-10,2.628493453657,-1.430930569768e-05,0.001004750025459,-2.742558717728e-05,6493.514070511,500400.0,5.634501576424e-08,2.088133157139,2.654269337654e-08,0.03162251327318,837.015625,1.823063950914,1.007184810433e-10,-8.928943354902e-12,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
45,C02,2025 02 28 20 00 00,0.0005773477023467,-2.348965466581e-11,0.0,1.0,-963.890625,7.368164056465e-10,2.891411437384,-3.17171216011e-05,0.001008066697977,3.674998879433e-06,6493.506031036,504000.0,3.818422555923e-08,2.705254858712,-6.705522537231e-08,0.03945362200743,-111.890625,1.20615503809,4.57161899771e-11,3.571577341961e-12,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
46,C02,2025 02 28 21 00 00,0.0005772649310529,-2.324984649249e-11,0.0,1.0,-641.734375,8.953944396296e-10,-3.130205877113,-2.105906605721e-05,0.00101526081562,2.526398748159e-05,6493.488584518,507600.0,-7.543712854385e-08,3.122410854179,-8.661299943924e-08,0.05238506296243,-767.421875,0.7905048402939,-7.143154683922e-12,-3.214419607765e-12,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
47,C02,2025 02 28 22 00 00,0.0005771778523922,-2.37010411297e-11,0.0,1.0,-173.125,1.357913705414e-09,-2.870194893012,-5.567912012339e-06,0.001021523727104,3.228476271033e-05,6493.472337723,511200.0,-8.568167686462e-08,-2.862447706037,-9.03382897377e-08,0.06694579674401,-981.578125,0.4951471455518,-3.693010971588e-10,1.321483616526e-11,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
48,C02,2025 02 28 23 00 00,0.0005770907737315,-2.393019116198e-11,0.0,1.0,260.203125,1.921508609975e-09,-2.609591476828,8.708797395229e-06,0.001024210127071,3.101164475083e-05,6493.464359283,514800.0,6.519258022308e-09,-2.624131608335,-1.159496605396e-07,0.08155094179263,-944.640625,0.2590817999798,-8.850368653379e-10,5.571660653459e-11,0.0,999.0,,2.0,0.0,1.7e-09,-1.38e-08,,,
49,C03,2025 02 28 00 00 00,0.0007792868418619,6.84252654537e-12,0.0,0.0,376.5625,8.164625803722e-10,-2.290059714751,1.255422830582e-05,0.001021627685986,3.726035356522e-05,6493.370182037,432000.0,2.840533852577e-08,-2.762657524415,-5.122274160385e-09,0.09101468173253,-1148.15625,0.7857127317462,-9.857553463812e-11,-3.267993267894e-10,0.0,999.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
50,C03,2025 02 28 01 00 00,0.0007793114054948,6.84075018853e-12,0.0,0.0,843.953125,-7.786038605475e-11,-2.025239548385,2.767611294985e-05,0.001020755735226,2.844352275133e-05,6493.376142502,435600.0,-3.399327397346e-08,-2.528899377667,8.894130587578e-08,0.09732960022566,-881.09375,0.5496185228004,7.643175511796e-10,-2.710827202548e-10,0.0,999.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
51,C03,2025 02 28 02 00 00,0.000779336434789,6.896705428971e-12,0.0,0.0,1163.6875,-6.846713764539e-10,-1.766704176103,3.788387402892e-05,0.001020997879095,1.269346103072e-05,6493.36631012,439200.0,-8.055940270424e-08,-2.30701912655,1.611188054085e-07,0.1028710534494,-395.296875,0.3316091836421,1.452203347241e-09,-1.989368579472e-10,0.0,999.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
52,C03,2025 02 28 03 00 00,0.0007793613476679,6.910028105267e-12,0.0,0.0,1267.90625,-1.000755971217e-09,-1.511178630496,4.107505083084e-05,0.00101969926618,-6.054062396288e-06,6493.348810196,442800.0,-6.193295121193e-08,-2.093688004841,1.783482730389e-07,0.1074050213245,187.015625,0.1250916833479,1.904722196468e-09,-1.360770967287e-10,0.0,999.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
53,C03,2025 02 28 04 00 00,0.0007793862605467,6.910916283687e-12,0.0,0.0,1111.6875,-1.095759928514e-09,-1.252234357982,3.594299778342e-05,0.001018075738102,2.311076968908e-05,6493.339223862,446400.0,5.122274160385e-08,-1.886238751541,1.499429345131e-07,0.1107601127576,716.796875,-0.0790151166682,2.075443593413e-09,-9.750406143553e-11,0.0,999.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
54,C03,2025 02 28 05 00 00,0.0007794114062563,6.941114349956e-12,0.0,0.0,705.984375,-1.193621147683e-09,-0.9871192409986,2.294965088367e-05,0.001020450610667,-3.475649282336e-05,6493.347747803,450000.0,1.587904989719e-07,-1.682472314045,1.075677573681e-07,0.1128189080918,1074.625,-0.285646699703,2.106873474023e-09,-5.750239520557e-11,0.0,999.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
55,C03,2025 02 28 06 00 00,0.0007794362027198,6.923350781562e-12,0.0,0.0,164.125,-1.397915371643e-09,-0.7207473662037,5.533918738365e-06,0.001026200014167,-3.965571522713e-05,6493.364522934,453600.0,1.429580152035e-07,-1.480481742064,5.727633833885e-08,0.1135128608377,1222.09375,-0.4917804326976,2.192948487964e-09,1.464346710204e-11,0.0,999.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
56,C03,2025 02 28 07 00 00,0.0007794611155987,6.926903495241e-12,0.0,0.0,-380.8125,-1.446488823494e-09,-0.4564504461361,-1.206947490573e-05,0.001031249877997,-3.775814548135e-05,6493.377445221,457200.0,1.247972249985e-07,-1.278490245519,-5.122274160385e-09,0.1128193264864,1159.171875,-0.6958429838305,2.149375244392e-09,7.500312418118e-11,0.0,999.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
57,C03,2025 02 28 08 00 00,0.0007794859120622,6.904699034749e-12,0.0,0.0,-799.625,-1.30398288755e-09,-0.1939036369105,-2.57627107203e-05,0.001030349521898,-2.992106601596e-05,6493.375246048,460800.0,8.754432201385e-08,-1.074726593419,-7.078051567078e-08,0.1107608398278,914.296875,-0.8999101168228,2.020798460081e-09,1.264338379054e-10,0.0,999.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
58,C03,2025 02 28 09 00 00,0.0007795107085258,6.899369964231e-12,0.0,0.0,-1028.078125,-6.946717930114e-10,0.0699108259408,-3.34563665092e-05,0.001023589051329,-1.755310222507e-05,6493.35855484,464400.0,1.154839992523e-07,-0.8672755085461,-4.516914486885e-08,0.1074058932237,532.71875,-1.108893444537,1.527563629157e-09,1.378628853997e-10,0.0,999.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
59,C03,2025 02 28 10 00 00,0.000779535388574,6.880718217417e-12,0.0,0.0,-1072.1875,-1.428630936784e-12,0.3358029557696,-3.514485433698e-05,0.00101652299054,-2.555083483458e-06,6493.339548111,468000.0,1.136213541031e-07,-0.653939567985,0.0,0.102871900479,73.375,-1.325781263883,9.628972513926e-10,1.453631978178e-10,0.0,999.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
60,C03,2025 02 28 11 00 00,0.0007795599522069,6.854961043246e-12,0.0,0.0,-943.1875,4.835915721015e-10,0.6016941142207,-3.1101051718e-05,0.001012556022033,1.261476427317e-05,6493.326896667,471600.0,6.426125764847e-08,-0.4320550114997,-1.350417733192e-08,0.09733038727559,-388.46875,-1.551145305188,5.62880589093e-10,1.646497154644e-10,0.0,999.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
61,C03,2025 02 28 12 00 00,0.0007795846322551,6.847855615888e-12,0.0,0.0,-661.640625,5.653806932324e-10,0.8645755308469,-2.194149419665e-05,0.001012228545733,2.523371949792e-05,6493.325737,475200.0,-2.887099981308e-08,-0.1982973402002,-1.234002411366e-07,0.09101555216879,-770.15625,-1.785294152005,4.914490422538e-10,2.02151277555e-10,0.0,999.0,,2.0,0.0,2.3e-09,-8.1e-09,,,
